epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,15474.5,0.24853,0.35407,0.86266,0.99086,0.98772,0.99443,0.99299,0.11605,0.10078,0.76626,0.0082081,0.0082081,0.0082081
183,15558.7,0.24958,0.36237,0.86306,0.99057,0.98853,0.99434,0.9928,0.1162,0.1008,0.76624,0.0081982,0.0081982,0.0081982
184,15643.4,0.24609,0.35146,0.85922,0.99169,0.98821,0.99446,0.99285,0.11674,0.10046,0.76638,0.0081883,0.0081883,0.0081883
185,15727.9,0.24453,0.34806,0.859,0.99078,0.9887,0.99446,0.993,0.1167,0.09994,0.76642,0.0081784,0.0081784,0.0081784
186,15812.2,0.25042,0.35802,0.86383,0.99069,0.98922,0.99442,0.99306,0.11669,0.10011,0.76641,0.0081685,0.0081685,0.0081685
187,15896.5,0.24683,0.34862,0.86158,0.99057,0.9884,0.99449,0.99305,0.11686,0.10043,0.76652,0.0081586,0.0081586,0.0081586
188,15981.3,0.24634,0.35703,0.86122,0.99098,0.98862,0.99435,0.99283,0.11665,0.10017,0.76642,0.0081487,0.0081487,0.0081487
189,16066.1,0.2479,0.35854,0.86135,0.99113,0.98919,0.99432,0.99299,0.11629,0.09989,0.76647,0.0081388,0.0081388,0.0081388
190,16150.5,0.24483,0.35156,0.86019,0.99011,0.9896,0.99429,0.99281,0.11644,0.10012,0.76638,0.0081289,0.0081289,0.0081289
191,16235.1,0.24578,0.35326,0.86105,0.98997,0.98923,0.99432,0.99297,0.11546,0.10029,0.76645,0.008119,0.008119,0.008119
192,16320.1,0.24376,0.35191,0.86102,0.99143,0.9873,0.99434,0.99312,0.11609,0.10086,0.76646,0.0081091,0.0081091,0.0081091
193,16404.7,0.24637,0.35163,0.86257,0.99078,0.98824,0.99435,0.99321,0.11677,0.10129,0.76655,0.0080992,0.0080992,0.0080992
194,16488.9,0.24519,0.35343,0.86047,0.99123,0.98767,0.99439,0.99305,0.11623,0.1007,0.76641,0.0080893,0.0080893,0.0080893
195,16572.7,0.25031,0.36129,0.86406,0.99177,0.98782,0.99458,0.99328,0.11591,0.09975,0.76618,0.0080794,0.0080794,0.0080794
196,16656.9,0.23926,0.33984,0.85514,0.99127,0.98895,0.9946,0.99335,0.11563,0.09922,0.766,0.0080695,0.0080695,0.0080695
197,16741.1,0.24214,0.34316,0.85901,0.99334,0.98699,0.99455,0.9934,0.11516,0.09908,0.76583,0.0080596,0.0080596,0.0080596
198,16825.2,0.24587,0.35146,0.85858,0.99277,0.98755,0.99442,0.99323,0.1152,0.09899,0.76581,0.0080497,0.0080497,0.0080497
199,16909.5,0.24319,0.34593,0.85778,0.99307,0.98735,0.99432,0.99303,0.11526,0.09856,0.76577,0.0080398,0.0080398,0.0080398
200,16993.6,0.24433,0.34671,0.86087,0.99261,0.98799,0.99452,0.99318,0.115,0.09904,0.76568,0.0080299,0.0080299,0.0080299
201,17077.2,0.24323,0.3517,0.85958,0.99377,0.98757,0.99434,0.99309,0.11501,0.09909,0.76567,0.00802,0.00802,0.00802
202,17161.8,0.24711,0.35812,0.86095,0.99293,0.98807,0.99431,0.99306,0.11413,0.09927,0.76547,0.0080101,0.0080101,0.0080101
203,17246.5,0.24418,0.35132,0.859,0.99231,0.9885,0.99425,0.99305,0.11357,0.09957,0.76531,0.0080002,0.0080002,0.0080002
204,17331.2,0.24642,0.34745,0.86192,0.99185,0.98884,0.99426,0.99317,0.11309,0.09903,0.76504,0.0079903,0.0079903,0.0079903
205,17416.3,0.24426,0.35216,0.86149,0.99177,0.98847,0.99433,0.99335,0.11299,0.0993,0.76509,0.0079804,0.0079804,0.0079804
206,17500.8,0.24304,0.35217,0.85785,0.99295,0.98667,0.99435,0.99331,0.11292,0.09892,0.76515,0.0079705,0.0079705,0.0079705
207,17585.3,0.24767,0.35378,0.85978,0.99085,0.989,0.99435,0.99323,0.11342,0.09897,0.76516,0.0079606,0.0079606,0.0079606
208,17669.4,0.23953,0.33646,0.85678,0.99149,0.9885,0.99444,0.99334,0.11311,0.09875,0.76502,0.0079507,0.0079507,0.0079507
209,17754,0.2433,0.34941,0.85962,0.99187,0.98822,0.99448,0.99341,0.11302,0.09802,0.76501,0.0079408,0.0079408,0.0079408
210,17838.2,0.23786,0.33913,0.85622,0.99125,0.9891,0.99449,0.99331,0.113,0.09813,0.76495,0.0079309,0.0079309,0.0079309
211,17922.3,0.24312,0.34436,0.85721,0.99375,0.98767,0.99447,0.99343,0.11264,0.09805,0.76481,0.007921,0.007921,0.007921
212,18006.5,0.23774,0.34158,0.85693,0.99388,0.98743,0.99448,0.99349,0.11227,0.09765,0.76483,0.0079111,0.0079111,0.0079111
213,18090.7,0.23974,0.34542,0.86034,0.99186,0.9892,0.99448,0.99344,0.11238,0.09778,0.76467,0.0079012,0.0079012,0.0079012
214,18174.8,0.24189,0.35345,0.86143,0.99146,0.98986,0.99449,0.99351,0.11213,0.0977,0.76461,0.0078913,0.0078913,0.0078913
215,18258.6,0.23923,0.33828,0.85647,0.99205,0.98915,0.99446,0.99346,0.11199,0.09791,0.76468,0.0078814,0.0078814,0.0078814
216,18342.2,0.2398,0.34554,0.85783,0.99255,0.98784,0.99446,0.99346,0.11211,0.0978,0.76466,0.0078715,0.0078715,0.0078715
217,18426.3,0.23431,0.32871,0.85222,0.99151,0.98965,0.99452,0.99352,0.11225,0.09764,0.76466,0.0078616,0.0078616,0.0078616
218,18510.9,0.23732,0.34016,0.85667,0.99129,0.99005,0.9945,0.99348,0.11216,0.09778,0.76481,0.0078517,0.0078517,0.0078517
219,18594.7,0.23792,0.33676,0.85483,0.99106,0.99024,0.99449,0.99343,0.11215,0.09723,0.76479,0.0078418,0.0078418,0.0078418
220,18678.8,0.23845,0.339,0.85762,0.99217,0.98939,0.9945,0.99334,0.11158,0.09641,0.76466,0.0078319,0.0078319,0.0078319
221,18763.7,0.24155,0.348,0.85928,0.99213,0.98968,0.99453,0.99333,0.11147,0.0968,0.76454,0.007822,0.007822,0.007822
222,18848.2,0.23992,0.33572,0.85356,0.99215,0.99004,0.99453,0.99334,0.11146,0.09641,0.7645,0.0078121,0.0078121,0.0078121
223,18932.5,0.24321,0.34808,0.8596,0.99259,0.98964,0.99456,0.9934,0.1113,0.09646,0.76457,0.0078022,0.0078022,0.0078022
224,19016.9,0.23396,0.33824,0.85547,0.99278,0.98974,0.99457,0.99335,0.11112,0.09547,0.76459,0.0077923,0.0077923,0.0077923
225,19101.7,0.23663,0.34061,0.86008,0.99277,0.98994,0.99458,0.99341,0.11087,0.09523,0.76456,0.0077824,0.0077824,0.0077824
226,19186.1,0.23968,0.34487,0.86084,0.99241,0.9906,0.99457,0.99344,0.11057,0.09472,0.76454,0.0077725,0.0077725,0.0077725
227,19270.4,0.23981,0.33973,0.85369,0.99238,0.99076,0.99458,0.9935,0.1106,0.09536,0.76456,0.0077626,0.0077626,0.0077626
228,19355.3,0.23935,0.34191,0.85813,0.99249,0.99083,0.99458,0.99347,0.11045,0.09523,0.76451,0.0077527,0.0077527,0.0077527
229,19439.8,0.23738,0.33768,0.85676,0.99263,0.99083,0.99458,0.99351,0.11034,0.09514,0.76443,0.0077428,0.0077428,0.0077428
230,19524,0.23709,0.34201,0.85931,0.99249,0.99087,0.99456,0.9934,0.11023,0.09462,0.76445,0.0077329,0.0077329,0.0077329
231,19607.9,0.23831,0.33552,0.85873,0.99259,0.99039,0.99454,0.99339,0.11023,0.09499,0.76445,0.007723,0.007723,0.007723
232,19692.1,0.23869,0.34033,0.85696,0.99255,0.99062,0.99461,0.99351,0.11026,0.09463,0.76446,0.0077131,0.0077131,0.0077131
233,19776,0.23721,0.33537,0.85398,0.99249,0.9906,0.99464,0.99351,0.11023,0.09427,0.76447,0.0077032,0.0077032,0.0077032
234,19860,0.23729,0.33888,0.86006,0.99247,0.99089,0.99469,0.99362,0.11012,0.09337,0.76444,0.0076933,0.0076933,0.0076933
235,19943.9,0.23415,0.32973,0.85378,0.99261,0.99075,0.99472,0.99361,0.10997,0.09355,0.76443,0.0076834,0.0076834,0.0076834
236,20028.6,0.23508,0.33318,0.85376,0.99269,0.9906,0.99474,0.9936,0.11014,0.09333,0.76438,0.0076735,0.0076735,0.0076735
237,20113.1,0.23475,0.3338,0.85707,0.99204,0.9912,0.99474,0.99358,0.11019,0.09305,0.7643,0.0076636,0.0076636,0.0076636
238,20197.9,0.23573,0.33515,0.85771,0.99227,0.99114,0.99473,0.99347,0.11009,0.09302,0.76423,0.0076537,0.0076537,0.0076537
239,20282.3,0.23492,0.33281,0.85438,0.99228,0.99147,0.99473,0.99351,0.10977,0.09271,0.76413,0.0076438,0.0076438,0.0076438
240,20366.6,0.2349,0.35023,0.85774,0.9925,0.99128,0.99476,0.9936,0.10966,0.09225,0.76406,0.0076339,0.0076339,0.0076339
241,20451.2,0.23421,0.33547,0.85586,0.99252,0.99099,0.99474,0.99361,0.10959,0.09167,0.76405,0.007624,0.007624,0.007624
242,20536.1,0.23777,0.33626,0.858,0.99239,0.99105,0.99473,0.99356,0.10937,0.09139,0.76393,0.0076141,0.0076141,0.0076141
243,20620.8,0.23473,0.33656,0.85755,0.99205,0.99148,0.99471,0.99355,0.10908,0.09153,0.76385,0.0076042,0.0076042,0.0076042
244,20705.4,0.2361,0.33098,0.8557,0.9918,0.99186,0.99464,0.99355,0.10891,0.09139,0.76374,0.0075943,0.0075943,0.0075943
245,20789.3,0.23661,0.33742,0.85652,0.99155,0.99239,0.99462,0.99358,0.10878,0.09111,0.76368,0.0075844,0.0075844,0.0075844
246,20873.8,0.23331,0.32413,0.85259,0.99135,0.99256,0.99463,0.99362,0.10864,0.09114,0.7636,0.0075745,0.0075745,0.0075745
247,20958,0.2344,0.33992,0.8557,0.9912,0.9927,0.99464,0.99368,0.10857,0.09124,0.76356,0.0075646,0.0075646,0.0075646
248,21042.2,0.23374,0.33038,0.85431,0.99143,0.99258,0.99464,0.9937,0.10846,0.09151,0.76353,0.0075547,0.0075547,0.0075547
249,21126.4,0.23516,0.34043,0.86075,0.99147,0.99257,0.99463,0.99373,0.10831,0.09106,0.76349,0.0075448,0.0075448,0.0075448
250,21211,0.23779,0.33792,0.85955,0.99147,0.99251,0.99464,0.99378,0.10836,0.09135,0.76348,0.0075349,0.0075349,0.0075349
251,21295.5,0.23217,0.32398,0.8506,0.99157,0.99258,0.99463,0.99377,0.1081,0.09055,0.76336,0.007525,0.007525,0.007525
252,21379.5,0.23235,0.32933,0.85391,0.99153,0.99266,0.99464,0.99379,0.1078,0.0904,0.76324,0.0075151,0.0075151,0.0075151
253,21463.7,0.23573,0.32969,0.85338,0.99162,0.99268,0.99463,0.99387,0.10752,0.08995,0.76316,0.0075052,0.0075052,0.0075052
254,21548.5,0.22976,0.32746,0.8535,0.99173,0.99272,0.99464,0.99383,0.10721,0.08962,0.76306,0.0074953,0.0074953,0.0074953
255,21632.9,0.23215,0.33093,0.85336,0.99185,0.99275,0.99465,0.99386,0.10699,0.0897,0.76298,0.0074854,0.0074854,0.0074854
256,21717.5,0.23207,0.32886,0.85564,0.99195,0.99279,0.99467,0.99392,0.10688,0.09001,0.76291,0.0074755,0.0074755,0.0074755
257,21802.1,0.23246,0.3305,0.85541,0.99208,0.99271,0.99467,0.99384,0.10694,0.08922,0.76291,0.0074656,0.0074656,0.0074656
258,21886.6,0.22894,0.32999,0.85246,0.99231,0.99253,0.99467,0.99386,0.10686,0.08922,0.76288,0.0074557,0.0074557,0.0074557
259,21970.8,0.22895,0.32274,0.85057,0.99243,0.99234,0.99468,0.99387,0.10677,0.08943,0.76284,0.0074458,0.0074458,0.0074458
260,22055.1,0.23049,0.32951,0.85517,0.99254,0.99216,0.99467,0.9939,0.10679,0.08933,0.76278,0.0074359,0.0074359,0.0074359
261,22139.3,0.23065,0.33236,0.85638,0.99269,0.99211,0.99467,0.99388,0.10679,0.0893,0.76277,0.007426,0.007426,0.007426
262,22223.9,0.22915,0.3279,0.85248,0.99286,0.99201,0.99468,0.9939,0.10691,0.08924,0.76281,0.0074161,0.0074161,0.0074161
263,22308,0.23315,0.33376,0.85615,0.99298,0.99199,0.99467,0.99393,inf,0.08907,0.76279,0.0074062,0.0074062,0.0074062
264,22392.5,0.2271,0.32645,0.8539,0.99304,0.99206,0.9947,0.99396,inf,0.0889,0.76278,0.0073963,0.0073963,0.0073963
265,22477,0.23231,0.32968,0.8565,0.9929,0.99205,0.99471,0.99393,0.10657,0.0887,0.76274,0.0073864,0.0073864,0.0073864
266,22561.8,0.23165,0.33246,0.85464,0.99311,0.99174,0.99471,0.99393,0.10657,0.08879,0.7627,0.0073765,0.0073765,0.0073765
267,22646.8,0.23155,0.33135,0.85591,0.99301,0.99173,0.9947,0.99397,inf,0.08873,0.76266,0.0073666,0.0073666,0.0073666
268,22731,0.22944,0.33345,0.85146,0.99295,0.99179,0.9947,0.99399,0.10642,0.08871,0.76264,0.0073567,0.0073567,0.0073567
269,22815.9,0.23182,0.33714,0.85582,0.99216,0.99143,0.99469,0.99395,0.10639,0.08843,0.76261,0.0073468,0.0073468,0.0073468
270,22900.2,0.22763,0.32925,0.85166,0.99305,0.99121,0.99468,0.9939,0.10641,0.08802,0.76264,0.0073369,0.0073369,0.0073369
271,22984.6,0.22968,0.32284,0.85438,0.99289,0.99099,0.99468,0.99394,0.10659,0.08778,0.76264,0.007327,0.007327,0.007327
272,23069.5,0.2263,0.32571,0.84851,0.99285,0.99107,0.99467,0.99394,0.10668,0.08779,0.76263,0.0073171,0.0073171,0.0073171
273,23154.1,0.22676,0.32665,0.85156,0.99283,0.991,0.99467,0.99395,0.10673,0.08824,0.76268,0.0073072,0.0073072,0.0073072
274,23238.3,0.22898,0.31946,0.85096,0.99268,0.99119,0.99469,0.99396,0.10666,0.08849,0.76264,0.0072973,0.0072973,0.0072973
275,23322.7,0.22697,0.32427,0.84882,0.99259,0.99121,0.99468,0.99395,0.10661,0.08871,0.76262,0.0072874,0.0072874,0.0072874
276,23407.2,0.22386,0.32176,0.85112,0.99252,0.99119,0.99466,0.99396,0.10663,0.08854,0.76262,0.0072775,0.0072775,0.0072775
277,23491.6,0.22679,0.32395,0.85181,0.9925,0.99112,0.99466,0.99396,0.10662,0.08857,0.7626,0.0072676,0.0072676,0.0072676
278,23575.5,0.22614,0.31975,0.84999,0.99189,0.99167,0.99466,0.99398,inf,0.08814,0.76262,0.0072577,0.0072577,0.0072577
279,23659.9,0.22647,0.31954,0.85522,0.99204,0.99156,0.99466,0.99396,0.10633,0.08835,0.7626,0.0072478,0.0072478,0.0072478
280,23745,0.22471,0.3159,0.85267,0.99204,0.99146,0.99465,0.99393,0.10638,0.08811,0.7626,0.0072379,0.0072379,0.0072379
281,23829.1,0.22751,0.32357,0.8547,0.99203,0.99148,0.99466,0.99398,0.10632,0.08834,0.76257,0.007228,0.007228,0.007228
282,23913.5,0.2306,0.33127,0.85386,0.99196,0.99149,0.99465,0.99395,0.10623,0.08832,0.76256,0.0072181,0.0072181,0.0072181
283,23997.7,0.2276,0.32014,0.85195,0.99182,0.99155,0.99464,0.99396,0.10616,0.08823,0.76257,0.0072082,0.0072082,0.0072082
284,24082.6,0.22288,0.31574,0.85164,0.99181,0.99158,0.99464,0.99396,0.10615,0.08814,0.76256,0.0071983,0.0071983,0.0071983
285,24167.4,0.22654,0.32567,0.85052,0.99166,0.99212,0.99465,0.99399,0.10612,0.08801,0.76256,0.0071884,0.0071884,0.0071884
286,24251.6,0.23027,0.32848,0.85404,0.99164,0.99218,0.99463,0.99396,0.10615,0.08844,0.76256,0.0071785,0.0071785,0.0071785
287,24336.3,0.22871,0.32221,0.85217,0.99167,0.99207,0.99464,0.99397,0.10618,0.08818,0.76262,0.0071686,0.0071686,0.0071686
288,24421.4,0.23269,0.33486,0.85785,0.99172,0.992,0.99463,0.99393,0.10627,0.08831,0.76258,0.0071587,0.0071587,0.0071587
289,24506.4,0.22464,0.32169,0.85214,0.9918,0.99197,0.99462,0.9939,0.10635,0.08857,0.76261,0.0071488,0.0071488,0.0071488
290,24591.6,0.22424,0.3223,0.85113,0.9915,0.99256,0.99477,0.99405,0.10632,0.08865,0.76258,0.0071389,0.0071389,0.0071389
291,24677.1,0.22475,0.32306,0.8499,0.99155,0.99256,0.99476,0.99402,0.10614,0.08836,0.76252,0.007129,0.007129,0.007129
292,24762.6,0.2262,0.31734,0.84879,0.99185,0.99202,0.99463,0.99391,0.10617,0.08857,0.76252,0.0071191,0.0071191,0.0071191
293,24847.3,0.21817,0.31346,0.85003,0.99195,0.99198,0.99463,0.99386,0.10619,0.08889,0.76253,0.0071092,0.0071092,0.0071092
294,24931.8,0.2234,0.32238,0.8512,0.99201,0.99193,0.99463,0.99387,0.10612,0.08884,0.76251,0.0070993,0.0070993,0.0070993
295,25016.8,0.22259,0.31692,0.85077,0.99206,0.99159,0.99461,0.99383,0.10614,0.08889,0.76254,0.0070894,0.0070894,0.0070894
296,25101.4,0.22655,0.32228,0.85119,0.99186,0.99185,0.99462,0.99384,0.10597,0.08879,0.76251,0.0070795,0.0070795,0.0070795
297,25186.1,0.22501,0.32045,0.85308,0.99196,0.99178,0.99462,0.99382,0.10593,0.08886,0.76247,0.0070696,0.0070696,0.0070696
298,25271.1,0.22417,0.31758,0.85123,0.99202,0.99176,0.99461,0.99386,0.10591,0.08917,0.76245,0.0070597,0.0070597,0.0070597
299,25355.8,0.22421,0.32048,0.85396,0.9921,0.99175,0.99463,0.99386,0.10588,0.08914,0.76248,0.0070498,0.0070498,0.0070498
300,25440.8,0.22235,0.31619,0.8501,0.99217,0.9917,0.99462,0.99385,0.10598,0.08902,0.76246,0.0070399,0.0070399,0.0070399
301,25525.4,0.2274,0.31948,0.85318,0.99227,0.99163,0.99462,0.99385,0.10597,0.08897,0.76246,0.00703,0.00703,0.00703
302,25610.6,0.22484,0.32165,0.8509,0.99214,0.99209,0.99475,0.99397,0.10595,0.08897,0.76245,0.0070201,0.0070201,0.0070201
303,25695.9,0.22214,0.33191,0.85118,0.9922,0.99201,0.99475,0.99397,0.10596,0.08888,0.76243,0.0070102,0.0070102,0.0070102
304,25780.9,0.2223,0.31792,0.85128,0.99228,0.99199,0.99475,0.99393,0.10585,0.0887,0.76243,0.0070003,0.0070003,0.0070003
305,25866.3,0.22395,0.32123,0.85256,0.99235,0.99192,0.99475,0.99393,0.10575,0.08868,0.7624,0.0069904,0.0069904,0.0069904
306,25951.6,0.22388,0.32028,0.85352,0.99239,0.9919,0.99475,0.99395,0.10565,0.08858,0.76239,0.0069805,0.0069805,0.0069805
307,26037.3,0.22205,0.31933,0.84989,0.99239,0.9919,0.99475,0.99394,0.10569,0.08879,0.76238,0.0069706,0.0069706,0.0069706
308,26122.3,0.22331,0.31878,0.8512,0.99239,0.9919,0.99475,0.99392,0.1056,0.08874,0.76236,0.0069607,0.0069607,0.0069607
309,26207.5,0.22486,0.32251,0.85402,0.99239,0.99192,0.99476,0.99394,0.10552,0.08862,0.76238,0.0069508,0.0069508,0.0069508
310,26292.9,0.22206,0.31619,0.84827,0.99242,0.99183,0.99476,0.99403,0.10549,0.08884,0.76237,0.0069409,0.0069409,0.0069409
